budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,id_collection,name_collection,genres_cleaned,producer_cleaned,Country_cleaned,Language_cleaned
30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",24,en,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",25.261865,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-10-10,180949000.0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Go for the kill.,Kill Bill: Vol. 1,7.7,5091.0,2003,6.031633333333334,2883.0,Kill Bill Collection,"Action, Crime",Miramax Films,United States of America,English
24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",43593,en,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",8.212132,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Chako Film Company', 'id': 7332}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Intellectual Properties Worldwide', 'id': 18524}, {'name': 'Aja / Levasseur Productions', 'id': 22596}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-08-20,83188165.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's something in the water.,Piranha 3D,5.3,599.0,2010,3.4661735416666666,104830.0,Piranha 3D Collection,"Comedy, Horror",The Weinstein Company,United States of America,English
20000000,"[{'id': 35, 'name': 'Comedy'}]",4258,en,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",14.27281,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-04-11,78378744.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil is coming. Bring protection.,Scary Movie 5,4.6,813.0,2013,3.9189372,4246.0,Scary Movie Collection,Comedy,Dimension Films,United States of America,English
6500000,"[{'id': 27, 'name': 'Horror'}]",250546,en,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",23.242452,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Evergreen Media Group', 'id': 31375}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-10-02,255273813.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Before the Conjuring, there was Annabelle.",Annabelle,5.5,1588.0,2014,39.272894307692304,402074.0,Annabelle Collection,Horror,New Line Cinema,United States of America,English
3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14872,en,Two ice skaters develop a love-hate relationship while dreaming of Olympic glory.,6.865148,"[{'name': 'Brookwell-McNamara Entertainment', 'id': 3235}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-02-07,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're about to break the ice.,The Cutting Edge: Going for the Gold,5.5,24.0,2006,0.0,110179.0,The Cutting Edge Collection,"Comedy, Drama, Romance",Brookwell-McNamara Entertainment,United States of America,English
3600000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",58664,en,"Based on the successful book series by R.L. Stine, this spooky tale finds 11-year-old Max making a deal with the ghosts who haunt his home. If Max helps them find what was responsible for their parents' disappearance, they'll help him transform from a social nobody to the most popular kid in school.",2.064163,"[{'name': 'Commotion Pictures', 'id': 32430}, {'name': 'Mostly Ghostly', 'id': 33861}, {'name': 'Cetus Prodution', 'id': 33862}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-30,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From the creator of Goosebumps!,Mostly Ghostly,4.8,10.0,2008,0.0,326849.0,Mostly Ghostly Collection,"Family, Fantasy, Horror",Commotion Pictures,United States of America,English
19000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",1251,en,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",11.649588,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-12-19,68673228.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,Letters from Iwo Jima,7.2,553.0,2006,3.6143804210526316,261382.0,Clint Eastwood's Iwo Jima Collection,"Action, Adventure, Drama, War",DreamWorks SKG,Japan,English
950000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",646,en,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",19.931606,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1962-10-04,59600000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,953.0,1962,62.73684210526316,645.0,James Bond Collection,"Adventure, Action, Thriller",United Artists,United Kingdom,English
16000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]",9556,en,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",8.899418,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Renaissance Pictures', 'id': 467}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-08-24,48878502.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They destroyed everything he had, everything he was. Now, crime has a new enemy and justice has a new face.",Darkman,6.2,304.0,1990,3.054906375,45154.0,Darkman Collection,"Action, Science Fiction, Crime",Universal Pictures,United States of America,English
4200000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",3040,ru,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",8.803869,"[{'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Channel One Russia', 'id': 1039}, {'name': 'TABBAK', 'id': 1040}, {'name': 'The First Channel', 'id': 1272}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2004-06-27,32000000.0,114.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,All That Stands Between Light And Darkness Is The Night Watch.,Night Watch,6.3,212.0,2004,7.619047619047619,3106.0,World of Watches Collection,"Fantasy, Action, Thriller",Bazelevs Production,Russia,Deutsch
2000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",8810,en,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",11.189831,"[{'name': 'Kennedy Miller Productions', 'id': 2537}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",1981-12-24,24600832.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,981.0,1981,12.300416,8945.0,Mad Max Collection,"Adventure, Action, Thriller, Science Fiction",Kennedy Miller Productions,Australia,English
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",272,en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.505341,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Patalex III Productions Limited', 'id': 19231}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-06-10,374218673.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ur', 'name': 'اردو'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Evil fears the knight.,Batman Begins,7.5,7511.0,2005,2.4947911533333333,263.0,The Dark Knight Collection,"Action, Crime, Drama",DC Comics,United Kingdom,English
2200000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9731,en,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters. But as things spiral out of control and the body count rises, Tommy begins to wonder if he’s become the killer he fears most.",9.094477,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-03-22,21930418.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Beginning to the first step in terror.,Friday the 13th: A New Beginning,5.1,200.0,1985,9.968371818181819,9735.0,Friday the 13th Collection,"Horror, Thriller",Paramount Pictures,United States of America,English
103000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",172385,en,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",8.18534,"[{'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-19,500188435.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,"He's villainous, she's venomous.",Rio 2,6.3,997.0,2014,4.856198398058252,229932.0,Rio Collection,"Animation, Adventure, Comedy, Family",Blue Sky Studios,United States of America,English
160000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",810,en,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",14.072479,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'DreamWorks Animation', 'id': 521}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-17,798958165.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who's ready for Thirds?,Shrek the Third,6.0,2355.0,2007,4.99348853125,2150.0,Shrek Collection,"Fantasy, Adventure, Animation, Comedy, Family",DreamWorks SKG,United States of America,English
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10547,en,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",6.497591,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Steelwork Films', 'id': 12450}, {'name': 'Mediaworks', 'id': 12451}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-05-31,14048372.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest danger facing our world has been the planet's best kept secret... until now.,The Arrival,6.1,200.0,1996,0.56193488,116661.0,The Arrival Collection,"Action, Mystery, Science Fiction, Thriller",Live Entertainment,Mexico,English
20000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1266,en,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",13.246795,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Emmett/Furla Films', 'id': 10405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-04-10,65569869.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,Their city. Their rules. No prisoners.,Street Kings,6.3,369.0,2008,3.27849345,124881.0,Street Kings Collection,"Action, Crime, Drama, Thriller",Fox Searchlight Pictures,United States of America,English
